;Year;Engine HP;Engine Cylinders;Number of Doors;highway MPG;city mpg;Popularity;MSRP
SubaruLoyale;1992.6666666666667;90.0;4.0;4.0;27.11111111111111;21.444444444444443;640.0;2000.0
SubaruOutback;2015.95;191.2;4.4;4.0;31.6;24.0;640.0;29622.25
SubaruSVX;1995.75;230.0;6.0;2.0;22.5;15.0;640.0;2280.75
SubaruTribeca;2012.6;256.0;6.0;4.0;21.0;16.0;640.0;33155.0
SubaruWRX;2016.0;282.8;4.0;4.0;24.88;18.52;640.0;32863.0
SubaruXT;1991.0;129.0;5.333333333333333;2.0;26.0;18.666666666666668;640.0;2000.0
SubaruXV Crosstrek;2014.2142857142858;151.42857142857142;4.0;4.0;32.57142857142857;25.857142857142858;640.0;24395.0
SuzukiAerio;2005.7096774193549;155.0;4.0;4.0;27.225806451612904;21.612903225806452;481.0;15918.354838709678
SuzukiEquator;2010.8695652173913;223.08695652173913;5.304347826086956;4.0;20.47826086956522;15.956521739130435;481.0;24512.608695652172
SuzukiEsteem;2001.1935483870968;121.12903225806451;4.0;4.0;30.838709677419356;23.93548387096774;481.0;13295.90322580645
SuzukiForenza;2007.0588235294117;126.76470588235294;4.0;4.0;27.5;19.235294117647058;481.0;15575.470588235294
SuzukiGrand Vitara;2011.9444444444443;166.0;4.0;4.0;24.27777777777778;19.0;481.0;22762.88888888889
SuzukiKizashi;2011.84375;181.09375;4.0;4.0;29.625;22.0625;481.0;23994.3125
SuzukiReno;2006.8666666666666;126.6;4.0;4.0;28.0;19.466666666666665;481.0;14647.0
SuzukiSX4;2011.8181818181818;148.9090909090909;4.0;4.0;30.515151515151516;22.90909090909091;481.0;17608.696969696968
SuzukiSamurai;1993.75;66.0;4.0;2.0;26.0;24.0;481.0;2000.0
SuzukiSidekick;1997.1739130434783;104.78260869565217;4.0;3.391304347826087;23.608695652173914;20.304347826086957;481.0;2022.2173913043478
SuzukiSwift;2000.4285714285713;79.0;4.0;2.0;36.142857142857146;29.857142857142858;481.0;6642.285714285715
SuzukiVerona;2004.888888888889;155.0;6.0;4.0;25.0;17.444444444444443;481.0;19221.222222222223
SuzukiVitara;2002.75;136.5;4.5;3.25;22.4375;19.25;481.0;17474.0
SuzukiX-90;1997.142857142857;95.0;4.0;2.0;26.0;22.0;481.0;2000.0
SuzukiXL-7;2004.8620689655172;185.0;6.0;4.0;20.448275862068964;15.448275862068966;481.0;23688.655172413793
SuzukiXL7;2007.7435897435898;252.0;6.0;4.0;22.076923076923077;15.948717948717949;481.0;27013.76923076923
TeslaModel S;2015.2777777777778;;0.0;4.0;98.94444444444444;94.11111111111111;1391.0;85255.55555555556
Toyota4Runner;2015.0384615384614;270.0;6.0;4.0;21.653846153846153;17.0;2031.0;38221.346153846156
Toyota86;2017.0;202.5;4.0;2.0;30.0;22.5;2031.0;26615.0
ToyotaAvalon;2016.0;268.0;6.0;4.0;30.666666666666668;21.0;2031.0;36230.333333333336
ToyotaAvalon Hybrid;2016.0;200.0;4.0;4.0;39.0;40.0;2031.0;39018.88888888889
ToyotaCamry;2016.0;206.42105263157896;4.631578947368421;4.0;33.21052631578947;23.526315789473685;2031.0;26952.894736842107
ToyotaCamry Hybrid;2016.0;200.0;4.0;4.0;38.0;40.888888888888886;2031.0;28290.555555555555
ToyotaCamry Solara;2007.03125;186.875;5.0625;2.0;28.46875;19.5;2031.0;24342.34375
ToyotaCelica;2004.0;160.0;4.0;2.0;30.125;22.5625;2031.0;20725.0
ToyotaCorolla;2015.9117647058824;133.88235294117646;4.0;4.0;37.61764705882353;28.764705882352942;2031.0;20221.176470588234
ToyotaCorolla iM;2017.0;137.0;4.0;4.0;35.5;27.5;2031.0;19120.0
ToyotaCressida;1991.0;190.0;6.0;4.0;22.0;17.0;2031.0;2000.0
ToyotaECHO;2004.0;108.0;4.0;3.0;37.0;29.0;2031.0;11016.666666666666
ToyotaFJ Cruiser;2013.0;260.0;6.0;4.0;19.333333333333332;16.11111111111111;2031.0;27865.0
ToyotaHighlander;2015.5;262.27272727272725;5.818181818181818;4.0;24.545454545454547;18.636363636363637;2031.0;37219.77272727273
ToyotaHighlander Hybrid;2015.0;280.0;6.0;4.0;28.0;27.0;2031.0;48939.166666666664
ToyotaLand Cruiser;2016.0;381.0;8.0;4.0;18.0;13.0;2031.0;82768.33333333333
ToyotaMR2;1994.0;167.5;4.0;2.0;25.5;18.5;2031.0;2138.6666666666665
ToyotaMR2 Spyder;2004.0;138.0;4.0;2.0;29.5;22.833333333333332;2031.0;25395.0
ToyotaMatrix;2012.0;147.6;4.0;4.0;29.4;22.6;2031.0;20310.333333333332
ToyotaPaseo;1996.25;94.75;4.0;2.0;32.75;25.5;2031.0;2044.5
ToyotaPickup;1994.1538461538462;134.30769230769232;5.076923076923077;2.0;20.384615384615383;16.153846153846153;2031.0;2273.923076923077
ToyotaPrevia;1995.75;155.25;4.0;3.0;19.625;15.375;2031.0;2200.1875
ToyotaPrius;2016.0;125.33333333333333;4.0;4.0;49.666666666666664;53.44444444444444;2031.0;26908.61111111111
ToyotaPrius Prime;2017.0;121.0;4.0;4.0;53.0;55.0;2031.0;29666.666666666668
ToyotaPrius c;2015.076923076923;99.0;4.0;4.0;46.0;53.0;2031.0;21377.69230769231
ToyotaPrius v;2016.0;134.0;4.0;4.0;39.666666666666664;43.666666666666664;2031.0;28841.25
ToyotaRAV4;2016.1666666666667;176.0;4.0;4.0;29.5;22.791666666666668;2031.0;28789.166666666668
ToyotaRAV4 EV;2013.0;154.0;0.0;4.0;74.0;78.0;2031.0;49800.0
ToyotaRAV4 Hybrid;2016.6;194.0;4.0;4.0;30.4;34.0;2031.0;31445.0
ToyotaSequoia;2016.0;381.0;8.0;4.0;17.0;13.0;2031.0;55687.77777777778
ToyotaSienna;2016.0;276.0;6.0;4.0;24.980392156862745;17.84313725490196;2031.0;37672.8431372549
ToyotaSupra;1997.0;270.8333333333333;6.0;2.0;22.0;15.833333333333334;2031.0;19738.0
ToyotaT100;1997.0;182.0;5.6;2.0;19.2;15.466666666666667;2031.0;2861.2
ToyotaTacoma;2016.1625;240.4625;5.475;4.0;22.4875;18.075;2031.0;30318.4375
ToyotaTercel;1996.7142857142858;93.0;4.0;2.5714285714285716;35.142857142857146;27.714285714285715;2031.0;2028.7142857142858
ToyotaTundra;2016.0714285714287;371.87142857142857;8.0;3.842857142857143;17.55;13.192857142857143;2031.0;37844.25
ToyotaVenza;2013.888888888889;229.33333333333334;5.111111111111111;4.0;25.703703703703702;19.14814814814815;2031.0;33031.851851851854
ToyotaYaris;2016.0;106.0;4.0;3.142857142857143;35.95238095238095;30.0;2031.0;16463.809523809523
ToyotaYaris iA;2017.0;106.0;4.0;4.0;39.5;31.0;2031.0;16500.0
VolkswagenBeetle;2015.44;183.33333333333334;4.0;2.0;32.96;24.786666666666665;873.0;26100.933333333334
VolkswagenBeetle Convertible;2014.887640449438;186.2921348314607;4.067415730337078;2.0;32.21348314606742;24.15730337078652;873.0;30491.96629213483
VolkswagenCC;2015.84375;205.0;4.125;4.0;30.875;21.4375;873.0;35854.375
VolkswagenCabrio;2001.2857142857142;115.0;4.0;2.0;27.357142857142858;20.571428571428573;873.0;18592.214285714286
VolkswagenCabriolet;1992.1666666666667;94.0;4.0;2.0;28.333333333333332;21.666666666666668;873.0;2000.0
VolkswagenCorrado;1992.75;173.0;5.5;2.0;23.5;16.5;873.0;2000.0
VolkswagenEos;2014.7142857142858;200.0;4.0;2.0;30.0;22.0;873.0;38063.57142857143
VolkswagenEuroVan;2002.0;201.0;6.0;3.0;18.0;15.0;873.0;26950.0
VolkswagenFox;1992.142857142857;81.0;4.0;2.857142857142857;29.714285714285715;22.0;873.0;2000.0
VolkswagenGLI;2010.3636363636363;200.0;4.0;4.0;31.09090909090909;22.181818181818183;873.0;25538.409090909092
VolkswagenGTI;2012.6315789473683;200.0;4.0;3.1578947368421053;32.0;22.5;873.0;28037.894736842107
VolkswagenGolf;2015.6296296296296;165.55555555555554;4.0;3.4814814814814814;37.925925925925924;26.22222222222222;873.0;22647.222222222223
VolkswagenGolf Alltrack;2017.0;170.0;4.0;4.0;30.0;22.0;873.0;29130.0
VolkswagenGolf GTI;2015.8;215.2;4.0;3.28;33.4;24.8;873.0;28791.6
VolkswagenGolf R;2016.2;292.0;4.0;4.0;30.4;22.6;873.0;37723.5
VolkswagenGolf SportWagen;2015.6842105263158;163.68421052631578;4.0;4.0;37.36842105263158;26.894736842105264;873.0;26127.105263157893
VolkswagenJetta;2015.5901639344263;171.72131147540983;4.0;4.0;36.950819672131146;26.18032786885246;873.0;23953.524590163935
VolkswagenJetta GLI;2013.4545454545455;207.27272727272728;4.0;4.0;32.5;23.227272727272727;873.0;27350.0
VolkswagenJetta Hybrid;2013.5;170.0;4.0;4.0;48.0;42.0;873.0;28479.375
VolkswagenJetta SportWagen;2013.0;157.14285714285714;4.571428571428571;4.0;35.214285714285715;26.071428571428573;873.0;25284.761904761905
VolkswagenNew Beetle;2008.888888888889;150.0;5.0;2.0;28.444444444444443;20.0;873.0;21973.61111111111
VolkswagenPassat;2015.6444444444444;178.0;4.177777777777778;4.0;36.17777777777778;24.377777777777776;873.0;27465.88888888889
VolkswagenPhaeton;2005.090909090909;385.72727272727275;10.181818181818182;4.0;18.818181818181817;12.363636363636363;873.0;83318.18181818182
VolkswagenR32;2006.0;245.0;6.0;2.0;23.5;17.5;873.0;31045.0
VolkswagenRabbit;2007.909090909091;162.72727272727272;5.0;2.909090909090909;28.727272727272727;20.272727272727273;873.0;17080.909090909092
VolkswagenRoutan;2010.875;260.6666666666667;6.0;4.0;24.666666666666668;16.833333333333332;873.0;35601.25
VolkswagenTiguan;2015.923076923077;200.0;4.0;4.0;25.384615384615383;20.346153846153847;873.0;31650.96153846154
VolkswagenTouareg;2015.7222222222222;272.22222222222223;6.0;4.0;25.055555555555557;18.333333333333332;873.0;54166.666666666664
VolkswagenTouareg 2;2008.5;298.5;7.333333333333333;4.0;20.0;14.166666666666666;873.0;47838.333333333336
VolkswagenVanagon;1990.3636363636363;90.0;4.0;3.0;17.272727272727273;15.545454545454545;873.0;2000.0
Volkswagene-Golf;2015.5;115.0;;4.0;105.0;126.0;873.0;33371.25
Volvo240;1991.875;114.0;4.0;4.0;25.5;18.75;870.0;2000.0
Volvo740;1990.875;133.875;4.0;4.0;24.1875;18.125;870.0;2000.0
Volvo760;1990.0;156.0;4.666666666666667;4.0;19.666666666666668;15.666666666666666;870.0;2000.0
Volvo780;1990.0;166.0;5.0;2.0;19.5;15.5;870.0;2000.0
Volvo850;1996.0;202.92307692307693;5.0;4.0;24.76923076923077;17.46153846153846;870.0;2003.5
Volvo940;1993.857142857143;138.0;4.0;4.0;23.428571428571427;17.0;870.0;2000.0
Volvo960;1996.0;181.0;6.0;4.0;23.666666666666668;15.666666666666666;870.0;2000.0
VolvoC30;2012.0;227.0;5.0;2.0;29.0;21.0;870.0;26258.333333333332
VolvoC70;2012.0;227.0;5.0;2.0;28.0;18.666666666666668;870.0;40533.333333333336
VolvoCoupe;1991.0;188.0;4.0;2.0;20.0;17.0;870.0;2000.0
VolvoS40;2009.875;212.25;5.0;4.0;28.875;20.125;870.0;30287.5
VolvoS60;2015.857142857143;273.89285714285717;4.607142857142857;4.0;32.142857142857146;22.142857142857142;870.0;40721.42857142857
VolvoS60 Cross Country;2017.0;240.0;4.0;4.0;30.0;22.0;870.0;44200.0
VolvoS70;1999.142857142857;191.57142857142858;5.0;4.0;24.857142857142858;17.5;870.0;2317.9285714285716
VolvoS80;2015.0;262.5;5.0;4.0;32.5;22.25;870.0;43365.625
VolvoS90;2013.2;262.6;4.4;4.0;30.6;21.2;870.0;41773.8
VolvoV40;2003.25;167.5;4.0;4.0;27.0;19.0;870.0;26336.25
VolvoV50;2010.0;207.33333333333334;5.0;4.0;28.833333333333332;20.166666666666668;870.0;31483.333333333332
VolvoV60;2015.904761904762;272.42857142857144;4.714285714285714;4.0;30.666666666666668;21.857142857142858;870.0;42403.333333333336
VolvoV60 Cross Country;2016.0;246.66666666666666;4.666666666666667;4.0;28.666666666666668;20.666666666666668;870.0;43125.0
VolvoV70;2009.25;235.0;6.0;4.0;25.75;17.0;870.0;34228.75
VolvoV90;1998.0;181.0;6.0;4.0;23.0;16.0;870.0;2200.0
VolvoXC;2002.0;197.0;5.0;4.0;23.0;17.0;870.0;36500.0
VolvoXC60;2015.4814814814815;280.5;4.851851851851852;4.0;27.22222222222222;19.925925925925927;870.0;43620.37037037037
VolvoXC70;2015.4444444444443;252.77777777777777;4.944444444444445;4.0;27.5;20.166666666666668;870.0;40877.77777777778
VolvoXC90;2016.0588235294117;276.0;4.235294117647059;4.0;25.294117647058822;20.470588235294116;870.0;50794.117647058825
